Entity properties name,Variable DCID,Variable observation date,Variable observation value,Variable properties name,Smoothed_Value
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-08,55,Air Quality Index,33.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-09,31,Air Quality Index,30.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-10,29,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-11,31,Air Quality Index,25.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-12,6,Air Quality Index,22.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-13,5,Air Quality Index,22.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-14,19,Air Quality Index,23.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-15,38,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-16,32,Air Quality Index,19.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-17,31,Air Quality Index,19.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-18,7,Air Quality Index,18.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-19,7,Air Quality Index,16
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-20,5,Air Quality Index,17
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-21,7,Air Quality Index,20.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-22,23,Air Quality Index,25
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-23,39,Air Quality Index,26.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-24,55,Air Quality Index,28.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-25,39,Air Quality Index,32
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-26,19,Air Quality Index,30.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-27,16,Air Quality Index,28.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-28,33,Air Quality Index,28.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-29,15,Air Quality Index,31.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-30,20,Air Quality Index,37.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1994-12-31,56,Air Quality Index,42.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-01,59,Air Quality Index,43.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-02,61,Air Quality Index,45
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-03,52,Air Quality Index,47
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-04,40,Air Quality Index,47.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-05,27,Air Quality Index,47.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-06,34,Air Quality Index,44
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-07,62,Air Quality Index,44.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-08,58,Air Quality Index,46.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-09,35,Air Quality Index,48.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-10,57,Air Quality Index,47.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-11,55,Air Quality Index,42.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-12,37,Air Quality Index,37.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-13,28,Air Quality Index,37
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-14,29,Air Quality Index,32.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-15,19,Air Quality Index,26.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-16,34,Air Quality Index,22
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-17,23,Air Quality Index,21.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-18,16,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-19,5,Air Quality Index,21
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-20,22,Air Quality Index,20.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-21,19,Air Quality Index,23.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-22,28,Air Quality Index,25.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-23,33,Air Quality Index,28
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-24,41,Air Quality Index,28.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-25,28,Air Quality Index,28.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-26,25,Air Quality Index,24.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-27,27,Air Quality Index,22
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-28,15,Air Quality Index,18.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-29,5,Air Quality Index,18.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-30,13,Air Quality Index,17.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-01-31,19,Air Quality Index,14.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-01,24,Air Quality Index,14
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-02,18,Air Quality Index,15.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-03,5,Air Quality Index,14.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-04,14,Air Quality Index,13.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-05,16,Air Quality Index,11.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-06,4,Air Quality Index,10.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-07,12,Air Quality Index,12.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-08,12,Air Quality Index,16.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-09,13,Air Quality Index,22.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-10,15,Air Quality Index,29.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-11,42,Air Quality Index,31.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-12,61,Air Quality Index,38.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-14,53,Air Quality Index,39.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-15,24,Air Quality Index,38.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-16,63,Air Quality Index,33.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-18,20,Air Quality Index,25.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-19,8,Air Quality Index,19.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-20,5,Air Quality Index,18.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-21,5,Air Quality Index,14.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-22,9,Air Quality Index,18
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-23,22,Air Quality Index,22.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-24,30,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-25,47,Air Quality Index,30
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-26,37,Air Quality Index,33.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-27,34,Air Quality Index,34
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-02-28,31,Air Quality Index,33.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-01,31,Air Quality Index,34.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-02,28,Air Quality Index,34.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-03,27,Air Quality Index,33.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-04,53,Air Quality Index,33.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-05,38,Air Quality Index,33.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-06,25,Air Quality Index,35.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-07,35,Air Quality Index,34.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-08,31,Air Quality Index,28.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-09,41,Air Quality Index,25.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-10,17,Air Quality Index,23.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-11,13,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-12,19,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-13,11,Air Quality Index,15.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-14,26,Air Quality Index,13.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-15,18,Air Quality Index,12.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-16,6,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-17,3,Air Quality Index,15.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-18,5,Air Quality Index,16.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-19,13,Air Quality Index,17.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-20,35,Air Quality Index,18.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-21,34,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-22,25,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-23,12,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-24,14,Air Quality Index,18.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-25,9,Air Quality Index,15.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-26,13,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-27,20,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-28,16,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-29,19,Air Quality Index,18.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-30,39,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-03-31,14,Air Quality Index,16.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-01,8,Air Quality Index,14.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-02,9,Air Quality Index,15.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-03,10,Air Quality Index,16.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-04,5,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-05,24,Air Quality Index,21.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-06,46,Air Quality Index,21.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-07,39,Air Quality Index,23
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-08,19,Air Quality Index,23.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-09,9,Air Quality Index,22.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-10,19,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-11,6,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-12,19,Air Quality Index,20.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-13,31,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-14,35,Air Quality Index,18.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-15,27,Air Quality Index,19.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-16,8,Air Quality Index,19.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-17,6,Air Quality Index,18.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-18,10,Air Quality Index,16.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-19,19,Air Quality Index,14
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-20,24,Air Quality Index,14.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-21,23,Air Quality Index,16.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-22,8,Air Quality Index,17.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-23,10,Air Quality Index,17.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-24,21,Air Quality Index,17.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-25,18,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-26,18,Air Quality Index,21.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-27,26,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-28,29,Air Quality Index,22.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-29,27,Air Quality Index,23.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-04-30,19,Air Quality Index,23.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-01,22,Air Quality Index,22.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-02,22,Air Quality Index,21
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-03,19,Air Quality Index,21.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-04,19,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-05,19,Air Quality Index,22.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-07,28,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-08,24,Air Quality Index,22
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-09,24,Air Quality Index,22.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-10,25,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-11,15,Air Quality Index,19.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-12,21,Air Quality Index,17
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-13,21,Air Quality Index,14.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-14,6,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-15,7,Air Quality Index,10.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-16,6,Air Quality Index,8.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-17,6,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-18,5,Air Quality Index,8.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-19,7,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-20,15,Air Quality Index,10.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-21,15,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-22,10,Air Quality Index,14.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-23,14,Air Quality Index,15.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-24,19,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-25,21,Air Quality Index,13.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-26,15,Air Quality Index,12.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-27,9,Air Quality Index,11.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-28,5,Air Quality Index,9.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-29,6,Air Quality Index,7.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-30,3,Air Quality Index,6
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-05-31,6,Air Quality Index,6.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-01,6,Air Quality Index,7
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-02,7,Air Quality Index,7.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-03,13,Air Quality Index,8
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-04,8,Air Quality Index,8.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-05,10,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-06,6,Air Quality Index,11.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-07,12,Air Quality Index,12.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-08,15,Air Quality Index,12.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-09,19,Air Quality Index,12.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-10,19,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-11,9,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-12,6,Air Quality Index,11.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-13,5,Air Quality Index,9.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-14,9,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-15,13,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-16,6,Air Quality Index,9.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-17,15,Air Quality Index,11
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-18,10,Air Quality Index,11.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-19,11,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-20,13,Air Quality Index,10.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-21,12,Air Quality Index,8.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-22,6,Air Quality Index,8.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-23,5,Air Quality Index,7.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-24,5,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-25,6,Air Quality Index,7.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-26,7,Air Quality Index,8.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-27,11,Air Quality Index,9.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-28,15,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-29,11,Air Quality Index,10.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-06-30,11,Air Quality Index,10.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-01,9,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-02,10,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-03,8,Air Quality Index,8.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-04,9,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-05,6,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-06,8,Air Quality Index,9.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-07,13,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-08,9,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-09,12,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-10,16,Air Quality Index,9.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-11,7,Air Quality Index,8.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-12,6,Air Quality Index,8.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-13,5,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-14,6,Air Quality Index,6
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-15,6,Air Quality Index,6.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-16,6,Air Quality Index,6
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-17,6,Air Quality Index,6.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-18,8,Air Quality Index,6.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-19,5,Air Quality Index,6.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-20,7,Air Quality Index,6.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-21,6,Air Quality Index,6
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-22,6,Air Quality Index,5.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-23,6,Air Quality Index,5.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-24,4,Air Quality Index,5.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-25,4,Air Quality Index,5.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-26,5,Air Quality Index,5.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-27,6,Air Quality Index,5.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-28,6,Air Quality Index,5.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-29,9,Air Quality Index,6.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-30,5,Air Quality Index,6.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-07-31,5,Air Quality Index,6.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-01,9,Air Quality Index,6.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-02,6,Air Quality Index,5.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-03,4,Air Quality Index,5.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-04,5,Air Quality Index,6.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-05,6,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-06,6,Air Quality Index,8.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-07,10,Air Quality Index,8.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-08,15,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-09,13,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-10,7,Air Quality Index,8.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-11,6,Air Quality Index,8.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-12,6,Air Quality Index,7
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-13,4,Air Quality Index,7.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-14,6,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-15,7,Air Quality Index,16
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-16,15,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-17,41,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-18,33,Air Quality Index,20.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-19,19,Air Quality Index,20.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-20,17,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-21,14,Air Quality Index,15.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-22,7,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-23,10,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-24,10,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-25,8,Air Quality Index,8.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-26,7,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-27,8,Air Quality Index,8.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-28,7,Air Quality Index,7.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-29,13,Air Quality Index,7
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-30,7,Air Quality Index,7.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-08-31,4,Air Quality Index,7.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-01,3,Air Quality Index,8.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-02,8,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-03,8,Air Quality Index,9.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-04,18,Air Quality Index,10.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-05,15,Air Quality Index,10.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-06,13,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-07,10,Air Quality Index,9.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-08,4,Air Quality Index,7.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-09,3,Air Quality Index,6
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-10,2,Air Quality Index,5
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-11,4,Air Quality Index,4.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-12,6,Air Quality Index,5.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-13,6,Air Quality Index,8.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,1995-09-14,6,Air Quality Index,9.71428571428571
